num_obra	cod_material	descricao	und_medida	qtdprevista	qtdrealizada	val_material	val_requisitado	nome
0312600347	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	2	2	5,97	11,94	SÃO FÉLIX DO TOCANTINS
0312600347	90283	CABO ALUM MULTIPLEX 0,6/1,0KV XLPE 2F 2X1X25MM2+25MM2	M	100	100	6,625	662,5	SÃO FÉLIX DO TOCANTINS
0312600347	90295	ISOLADOR ROLDANA PORCELANA 79X76MM 1350DAN MRM	UN	3	3	7,11	21,33	SÃO FÉLIX DO TOCANTINS
0312600347	90319	LACO PREF DISTR ACO-AL TOPO 9,15-10,25MM 750MM AMR COX	UN	2	2	3,9134	7,8268	SÃO FÉLIX DO TOCANTINS
0312600347	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	2	2	10,855	21,71	SÃO FÉLIX DO TOCANTINS
0312600347	90363	PARAFUSO DISTR CAB QUAD ACO-GALV M16 250MM 5000DAN	UN	6	6	7,22	43,32	SÃO FÉLIX DO TOCANTINS
0312600347	90389	ARRUELA QUADRADA ACO GALV 38X18X3MM	UN	6	6	0,7371	4,4226	SÃO FÉLIX DO TOCANTINS
0312600347	90393	ARMACAO SECUNDARIA ACO-GALV 1 ESTRIBO 110X50X5,0MM 125X16MM	UN	3	3	13,38	40,14	SÃO FÉLIX DO TOCANTINS
0312600347	90462	HASTE ATERRAMENTO CIRC S/RSC 2400MM 14,3MM 0.254MMM	UN	1	1	114,76	114,76	SÃO FÉLIX DO TOCANTINS
0312600347	90489	CONECTOR ATERR CUNHA TRANSV COBRE CB/HST 25-35MM2 14,3MM	UN	1	1	13,96	13,96	SÃO FÉLIX DO TOCANTINS
0312600347	90498	ELO FUSIVEL DISTRIBUICAO TIPO H 1A 500MM	UN	1	1	6,07	6,07	SÃO FÉLIX DO TOCANTINS
0312600347	90570	PLACA CONCRETO ESTAI/ESC PLANA 200X600MM 100MM 1600DAN CL2	PC	1	1	45,46	45,46	SÃO FÉLIX DO TOCANTINS
0312600347	90580	ISOLADOR PILAR PORCEL 36,2KV 400MM 720MM 8.0KN M20 CTC	UN	2	2	94,025	188,05	SÃO FÉLIX DO TOCANTINS
0312600347	90797	CONECTOR CUNHA ALUM CN-13 6,55-10,11/5,18-8,38MM VRM	UN	1	1	6,775	6,775	SÃO FÉLIX DO TOCANTINS
0312600347	90804	CONEC TERM CPR CB/BAR RT RLD ALUM 2F 3,09-4,10MM 145X25MM	UN	3	3	10,15	30,45	SÃO FÉLIX DO TOCANTINS
0312600347	90826	CONEC TERM CPR CB/BAR RT RLD ALUM 1F 7,70-8,60MM 85X23MM	UN	2	2	4,89	9,78	SÃO FÉLIX DO TOCANTINS
0312600347	91638	TRANSF DISTR AER OVI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	SÃO FÉLIX DO TOCANTINS
0412600100	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	ALIANCA DO TOCANTINS
0412600100	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	ALIANCA DO TOCANTINS
0412600100	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	3	3	5,97	17,91	ALIANCA DO TOCANTINS
0412600100	90345	CONEC DERIV CUNHA-ESTRIBO ALUM/COBR 5,88-8,01MM/2AWG VM	UN	1	1	29,56	29,56	ALIANCA DO TOCANTINS
0412600100	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	2	2	10,855	21,71	ALIANCA DO TOCANTINS
0412600100	90460	CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A	UN	1	1	84,655	84,655	ALIANCA DO TOCANTINS
0412600100	90497	ELO FUSIVEL DISTRIBUICAO TIPO H 0,5A 500MM	UN	1	1	5,1505	5,1505	ALIANCA DO TOCANTINS
0412600100	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	1	1	11,26	11,26	ALIANCA DO TOCANTINS
0412600100	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	3	3	7,08	21,24	ALIANCA DO TOCANTINS
0412600100	91638	TRANSF DISTR AER OVI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	ALIANCA DO TOCANTINS
0412600101	35797	ELETRODUTO RIGIDO PVC PRETO BSP 1/2 	PC	2	2	7,22	14,44	FORMOSO DO ARAGUAIA
0412600101	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	FORMOSO DO ARAGUAIA
0412600101	90210	PARA-RAIOS DISTR MT POLIM 12KV 10KA OX ZN S/CENT S/FERR	UN	1	1	109,41	109,41	FORMOSO DO ARAGUAIA
0412600101	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	3	3	5,97	17,91	FORMOSO DO ARAGUAIA
0412600101	90300	ARAME REDOND ACO-GALV DURA 2,77MM BWG12	KG	0,5	0,5	17,6989	8,84945	FORMOSO DO ARAGUAIA
0412600101	90333	CONEC TERM CPR CB/BAR RT RLD ALUM 2F 5,60-6,60MM 145X32MM	UN	3	3	7,41	22,23	FORMOSO DO ARAGUAIA
0412600101	90345	CONEC DERIV CUNHA-ESTRIBO ALUM/COBR 5,88-8,01MM/2AWG VM	UN	1	1	29,56	29,56	FORMOSO DO ARAGUAIA
0412600101	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	2	2	10,855	21,71	FORMOSO DO ARAGUAIA
0412600101	90460	CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A	UN	1	1	84,655	84,655	FORMOSO DO ARAGUAIA
0412600101	90499	ELO FUSIVEL DISTRIBUICAO TIPO H 2A 500MM	UN	1	1	5,1505	5,1505	FORMOSO DO ARAGUAIA
0412600101	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	1	1	11,26	11,26	FORMOSO DO ARAGUAIA
0412600101	90837	MASSA PARA CALAFETAR NA COR CINZA	KG	0,5	0,5	8,51	4,255	FORMOSO DO ARAGUAIA
0412600101	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	2	2	7,08	14,16	FORMOSO DO ARAGUAIA
0412600101	91623	TRANSF DISTR AER OVI 1F 7,967KV 440/220V 15KVA CL2 5TP	UN	1	1	6141,565	6141,565	FORMOSO DO ARAGUAIA
0412600113	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	FORMOSO DO ARAGUAIA
0412600113	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	FORMOSO DO ARAGUAIA
0412600113	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	3	3	5,97	17,91	FORMOSO DO ARAGUAIA
0412600113	90333	CONEC TERM CPR CB/BAR RT RLD ALUM 2F 5,60-6,60MM 145X32MM	UN	3	3	7,41	22,23	FORMOSO DO ARAGUAIA
0412600113	90345	CONEC DERIV CUNHA-ESTRIBO ALUM/COBR 5,88-8,01MM/2AWG VM	UN	1	1	29,56	29,56	FORMOSO DO ARAGUAIA
0412600113	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	2	2	10,855	21,71	FORMOSO DO ARAGUAIA
0412600113	90460	CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A	UN	1	1	84,655	84,655	FORMOSO DO ARAGUAIA
0412600113	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	1	1	11,26	11,26	FORMOSO DO ARAGUAIA
0412600113	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	3	3	7,08	21,24	FORMOSO DO ARAGUAIA
0412600113	91638	TRANSF DISTR AER OVI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	FORMOSO DO ARAGUAIA
0412600116	90069	TRANSF DISTR AER OMI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	DUERÉ
0412600116	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	DUERÉ
0412600116	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	DUERÉ
0412600116	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	3	3	5,97	17,91	DUERÉ
0412600116	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	2	2	10,855	21,71	DUERÉ
0412600116	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	1	1	11,26	11,26	DUERÉ
0412600116	90797	CONECTOR CUNHA ALUM CN-13 6,55-10,11/5,18-8,38MM VRM	UN	1	1	6,775	6,775	DUERÉ
0412600116	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	3	3	7,08	21,24	DUERÉ
0412600117	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	ARAGUACU
0412600117	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	ARAGUACU
0412600117	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	3	3	5,97	17,91	ARAGUACU
0412600117	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	2	2	10,855	21,71	ARAGUACU
0412600117	90498	ELO FUSIVEL DISTRIBUICAO TIPO H 1A 500MM	UN	1	1	6,07	6,07	ARAGUACU
0412600117	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	1	1	11,26	11,26	ARAGUACU
0412600117	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	3	3	7,08	21,24	ARAGUACU
0412600117	91638	TRANSF DISTR AER OVI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	ARAGUACU
0412600118	35797	ELETRODUTO RIGIDO PVC PRETO BSP 1/2 	PC	2	2	7,22	14,44	PARANÃ
0412600118	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	PARANÃ
0412600118	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	PARANÃ
0412600118	90300	ARAME REDOND ACO-GALV DURA 2,77MM BWG12	KG	0,5	0,5	17,6989	8,84945	PARANÃ
0412600118	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	2	2	10,855	21,71	PARANÃ
0412600118	90497	ELO FUSIVEL DISTRIBUICAO TIPO H 0,5A 500MM	UN	1	1	5,1505	5,1505	PARANÃ
0412600118	90498	ELO FUSIVEL DISTRIBUICAO TIPO H 1A 500MM	UN	1	1	6,07	6,07	PARANÃ
0412600118	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	2	2	7,08	14,16	PARANÃ
0412600118	91638	TRANSF DISTR AER OVI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	PARANÃ
0412600122	35797	ELETRODUTO RIGIDO PVC PRETO BSP 1/2 	PC	2	2	7,22	14,44	CARIRI DO TOCANTINS
0412600122	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	CARIRI DO TOCANTINS
0412600122	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	CARIRI DO TOCANTINS
0412600122	90257	CABO ACO COBREADO 1F LCA IACS53% 7X2,06MM 25MM2	KG	2,2	2,2	82,62	181,764	CARIRI DO TOCANTINS
0412600122	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	3	3	5,97	17,91	CARIRI DO TOCANTINS
0412600122	90300	ARAME REDOND ACO-GALV DURA 2,77MM BWG12	KG	0,5	0,5	17,6989	8,84945	CARIRI DO TOCANTINS
0412600122	90333	CONEC TERM CPR CB/BAR RT RLD ALUM 2F 5,60-6,60MM 145X32MM	UN	3	3	7,41	22,23	CARIRI DO TOCANTINS
0412600122	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	2	2	10,855	21,71	CARIRI DO TOCANTINS
0412600122	90490	CONECTOR ATERR CUNHA COBRE CB/HST 16-25MM2 14,3MM	UN	1	1	15,185	15,185	CARIRI DO TOCANTINS
0412600122	90498	ELO FUSIVEL DISTRIBUICAO TIPO H 1A 500MM	UN	1	1	6,07	6,07	CARIRI DO TOCANTINS
0412600122	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	1	1	11,26	11,26	CARIRI DO TOCANTINS
0412600122	90797	CONECTOR CUNHA ALUM CN-13 6,55-10,11/5,18-8,38MM VRM	UN	2	2	6,775	13,55	CARIRI DO TOCANTINS
0412600122	90826	CONEC TERM CPR CB/BAR RT RLD ALUM 1F 7,70-8,60MM 85X23MM	UN	1	1	4,89	4,89	CARIRI DO TOCANTINS
0412600122	90837	MASSA PARA CALAFETAR NA COR CINZA	KG	0,5	0,5	8,51	4,255	CARIRI DO TOCANTINS
0412600122	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	2	2	7,08	14,16	CARIRI DO TOCANTINS
0412600122	91638	TRANSF DISTR AER OVI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	CARIRI DO TOCANTINS
0412600150	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	FORMOSO DO ARAGUAIA
0412600150	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	FORMOSO DO ARAGUAIA
0412600150	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	3	3	5,97	17,91	FORMOSO DO ARAGUAIA
0412600150	90333	CONEC TERM CPR CB/BAR RT RLD ALUM 2F 5,60-6,60MM 145X32MM	UN	3	3	7,41	22,23	FORMOSO DO ARAGUAIA
0412600150	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	2	2	10,855	21,71	FORMOSO DO ARAGUAIA
0412600150	90363	PARAFUSO DISTR CAB QUAD ACO-GALV M16 250MM 5000DAN	UN	1	1	7,22	7,22	FORMOSO DO ARAGUAIA
0412600150	90389	ARRUELA QUADRADA ACO GALV 38X18X3MM	UN	2	2	0,7371	1,4742	FORMOSO DO ARAGUAIA
0412600150	90440	MANILHA-SAPATILHA ACO-GALV 110X60X34MM 5000DAN	UN	1	1	19,61	19,61	FORMOSO DO ARAGUAIA
0412600150	90446	OLHAL P/ PARAFUSO DISTR ACO-GALV 74X35MM 30X18MM 50KN	UN	1	1	10,92	10,92	FORMOSO DO ARAGUAIA
0412600150	90448	GANCHO OLHAL ACO-GALV 130X88X13MM 50KN S/TRAVA	UN	1	1	9,66	9,66	FORMOSO DO ARAGUAIA
0412600150	90460	CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A	UN	1	1	84,655	84,655	FORMOSO DO ARAGUAIA
0412600150	90497	ELO FUSIVEL DISTRIBUICAO TIPO H 0,5A 500MM	UN	2	2	5,1505	10,301	FORMOSO DO ARAGUAIA
0412600150	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	1	1	11,26	11,26	FORMOSO DO ARAGUAIA
0412600150	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	3	3	7,08	21,24	FORMOSO DO ARAGUAIA
0412600150	91638	TRANSF DISTR AER OVI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	FORMOSO DO ARAGUAIA
0412600153	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	ALIANCA DO TOCANTINS
0412600153	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	ALIANCA DO TOCANTINS
0412600153	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	4	4	5,97	23,88	ALIANCA DO TOCANTINS
0412600153	90333	CONEC TERM CPR CB/BAR RT RLD ALUM 2F 5,60-6,60MM 145X32MM	UN	3	0	7,41	0	ALIANCA DO TOCANTINS
0412600153	90345	CONEC DERIV CUNHA-ESTRIBO ALUM/COBR 5,88-8,01MM/2AWG VM	UN	1	1	29,56	29,56	ALIANCA DO TOCANTINS
0412600153	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	2	2	10,855	21,71	ALIANCA DO TOCANTINS
0412600153	90460	CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A	UN	1	1	84,655	84,655	ALIANCA DO TOCANTINS
0412600153	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	1	1	11,26	11,26	ALIANCA DO TOCANTINS
0412600153	90826	CONEC TERM CPR CB/BAR RT RLD ALUM 1F 7,70-8,60MM 85X23MM	UN	2	2	4,89	9,78	ALIANCA DO TOCANTINS
0412600153	90837	MASSA PARA CALAFETAR NA COR CINZA	KG	0,5	0,5	8,51	4,255	ALIANCA DO TOCANTINS
0412600153	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	3	3	7,08	21,24	ALIANCA DO TOCANTINS
0412600153	91638	TRANSF DISTR AER OVI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	ALIANCA DO TOCANTINS
0412600156	35797	ELETRODUTO RIGIDO PVC PRETO BSP 1/2 	PC	2	2	7,22	14,44	GURUPI
0412600156	90061	TRANSF DISTR AER OMI 3F 13,8KV 380/220V 30KVA CL2 4TP	UN	1	1	11554	11554	GURUPI
0412600156	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	3	3	16,49	49,47	GURUPI
0412600156	90210	PARA-RAIOS DISTR MT POLIM 12KV 10KA OX ZN S/CENT S/FERR	UN	3	3	109,41	328,23	GURUPI
0412600156	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	12	12	5,97	71,64	GURUPI
0412600156	90341	CONECT TERM ESTRANG CB/BAR ALUM 2F 106X22MM 9.00-9.70MM	UN	4	4	38,04	152,16	GURUPI
0412600156	90345	CONEC DERIV CUNHA-ESTRIBO ALUM/COBR 5,88-8,01MM/2AWG VM	UN	3	3	29,56	88,68	GURUPI
0412600156	90353	CONECTOR DERIV PERF RSI CB/CB 1,0KV 16-120MM2/4,0-35MM2	UN	3	3	11,875	35,625	GURUPI
0412600156	90460	CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A	UN	3	3	84,655	253,965	GURUPI
0412600156	90462	HASTE ATERRAMENTO CIRC S/RSC 2400MM 14,3MM 0.254MMM	UN	1	1	114,76	114,76	GURUPI
0412600156	90489	CONECTOR ATERR CUNHA TRANSV COBRE CB/HST 25-35MM2 14,3MM	UN	1	1	13,96	13,96	GURUPI
0412600156	90500	ELO FUSIVEL DISTRIBUICAO TIPO H 3A 500MM	UN	3	3	5,1505	15,4515	GURUPI
0412600156	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	3	3	11,26	33,78	GURUPI
0412600156	90826	CONEC TERM CPR CB/BAR RT RLD ALUM 1F 7,70-8,60MM 85X23MM	UN	6	6	4,89	29,34	GURUPI
0412600156	90837	MASSA PARA CALAFETAR NA COR CINZA	KG	1	1	8,51	8,51	GURUPI
0412600156	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	8	8	7,08	56,64	GURUPI
0412600161	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	DUERÉ
0412600161	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	DUERÉ
0412600161	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	6	6	5,97	35,82	DUERÉ
0412600161	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	1	1	11,26	11,26	DUERÉ
0412600161	90797	CONECTOR CUNHA ALUM CN-13 6,55-10,11/5,18-8,38MM VRM	UN	2	2	6,775	13,55	DUERÉ
0412600161	90826	CONEC TERM CPR CB/BAR RT RLD ALUM 1F 7,70-8,60MM 85X23MM	UN	2	2	4,89	9,78	DUERÉ
0412600161	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	2	2	7,08	14,16	DUERÉ
0412600161	91638	TRANSF DISTR AER OVI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	DUERÉ
0412600162	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	FORMOSO DO ARAGUAIA
0412600162	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	FORMOSO DO ARAGUAIA
0412600162	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	3	3	5,97	17,91	FORMOSO DO ARAGUAIA
0412600162	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	1	1	11,26	11,26	FORMOSO DO ARAGUAIA
0412600162	90797	CONECTOR CUNHA ALUM CN-13 6,55-10,11/5,18-8,38MM VRM	UN	2	2	6,775	13,55	FORMOSO DO ARAGUAIA
0412600162	90826	CONEC TERM CPR CB/BAR RT RLD ALUM 1F 7,70-8,60MM 85X23MM	UN	2	2	4,89	9,78	FORMOSO DO ARAGUAIA
0412600162	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	3	3	7,08	21,24	FORMOSO DO ARAGUAIA
0412600162	91638	TRANSF DISTR AER OVI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	FORMOSO DO ARAGUAIA
0412600181	90087	TRANSF DISTR AER OMI 3F 34,5KV 380/220V 30KVA CL2 4TP	UN	1	1	13519,645	13519,645	PEIXE
0412600181	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	3	3	16,49	49,47	PEIXE
0412600181	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	3	3	182,19	546,57	PEIXE
0412600181	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	10	10	5,97	59,7	PEIXE
0412600181	90342	CONECT TERM ESTRANG CB/BAR ALUM 2F 123X25MM 11.20-12.30MM	UN	4	4	59,585	238,34	PEIXE
0412600181	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	3	3	10,855	32,565	PEIXE
0412600181	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	3	3	11,26	33,78	PEIXE
0412600181	90826	CONEC TERM CPR CB/BAR RT RLD ALUM 1F 7,70-8,60MM 85X23MM	UN	3	3	4,89	14,67	PEIXE
0412600181	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	4	4	7,08	28,32	PEIXE
0412600218	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	SANDOLÂNDIA
0412600218	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	SANDOLÂNDIA
0412600218	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	3	3	5,97	17,91	SANDOLÂNDIA
0412600218	90333	CONEC TERM CPR CB/BAR RT RLD ALUM 2F 5,60-6,60MM 145X32MM	UN	3	3	7,41	22,23	SANDOLÂNDIA
0412600218	90345	CONEC DERIV CUNHA-ESTRIBO ALUM/COBR 5,88-8,01MM/2AWG VM	UN	1	1	29,56	29,56	SANDOLÂNDIA
0412600218	90460	CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A	UN	1	1	84,655	84,655	SANDOLÂNDIA
0412600218	90497	ELO FUSIVEL DISTRIBUICAO TIPO H 0,5A 500MM	UN	1	1	5,1505	5,1505	SANDOLÂNDIA
0412600218	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	1	1	11,26	11,26	SANDOLÂNDIA
0412600218	90797	CONECTOR CUNHA ALUM CN-13 6,55-10,11/5,18-8,38MM VRM	UN	1	1	6,775	6,775	SANDOLÂNDIA
0412600218	90826	CONEC TERM CPR CB/BAR RT RLD ALUM 1F 7,70-8,60MM 85X23MM	UN	2	2	4,89	9,78	SANDOLÂNDIA
0412600218	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	3	3	7,08	21,24	SANDOLÂNDIA
0412600218	91638	TRANSF DISTR AER OVI 1F 19,919KV 440/220V 15KVA CL2 5TP	UN	1	1	5819,26	5819,26	SANDOLÂNDIA
0412600231	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	3	3	16,49	49,47	PEIXE
0412600231	90210	PARA-RAIOS DISTR MT POLIM 12KV 10KA OX ZN S/CENT S/FERR	UN	3	3	109,41	328,23	PEIXE
0412600231	90266	CABO ALUM PROT SPL XLPE 1F 15,0KV 50MM2 BLOQ CNZ	M	10	10	5,97	59,7	PEIXE
0412600231	90342	CONECT TERM ESTRANG CB/BAR ALUM 2F 123X25MM 11.20-12.30MM	UN	4	4	59,585	238,34	PEIXE
0412600231	90355	CONECTOR DERIV PERF RSI CB/CB 1,0KV 35-120MM2/10-35MM2	UN	3	3	10,855	32,565	PEIXE
0412600231	90548	CHAVE FUSIVEL DISTR BSC 36,2KV 300A 1F MAN SEC	PC	3	3	271,86	815,58	PEIXE
0412600231	90586	CAPA PROTETORA TRANSF MT PEAD 15/36,2KV 135X110MM	UN	3	3	11,26	33,78	PEIXE
0412600231	90826	CONEC TERM CPR CB/BAR RT RLD ALUM 1F 7,70-8,60MM 85X23MM	UN	6	6	4,89	29,34	PEIXE
0412600231	91217	CABO COBRE ISOLAD 450/750V BWF/PVC 10MM2 CL2/4/5 PRT	M	6	6	7,08	42,48	PEIXE
0412600247	90208	PARA-RAIOS DISTR BT POLIM 220V 10KA OX MT S/CENT RSI	UN	2	2	16,49	32,98	GURUPI
0412600247	90212	PARA-RAIOS DISTR MT POLIM 30KV 10KA OX ZN S/CENT S/FERR	UN	1	1	182,19	182,19	GURUPI
